,Year,Close SP500,Interest Rate,Unemployment Rate,Inflation Rate,CPIAUCSL,Close RUSSELL2000,Close Oil,Close Gold,OPEN_CLOSE_CHANGE_%_SP500,OPEN_CLOSE_CHANGE_%_RUSSELL2000,OPEN_CLOSE_CHANGE_%_Gold,LOW_HIGH_CHANGE_%_SP500,LOW_HIGH_CHANGE_%_RUSSELL2000,LOW_HIGH_CHANGE_%_Gold,Interest_Rate_Change,Inflation_Rate_Change,Unemployment_Rate_Change,CPI_Change,VOLUME_CHANGE_%_RUSSELL2000,VOLUME_CHANGE_%_SP500
23,2010,37.09316547454149,0.1756470588235294,9.605490196078431,0.9529411764705882,218.08379215686273,672.3772930156863,79.62031372549019,1227.0532156862746,0.0005142749607616405,0.0007621457965990738,0.001232251349206323,0.023239926645910614,0.018387703485518412,0.01574627195557159,0.0002352941176470588,-0.00392156862745098,-0.0023529411764705867,0.012254901960784314,0.022360063953178265,0.02069590555296116
24,2011,42.81977120325194,0.10141176470588235,8.933333333333334,1.671764705882353,224.94893333333334,770.8503544745098,111.33560784313725,1572.5711764705884,-1.326130003062203e-05,-3.4211460239087e-05,0.00014307442448945677,0.024744660225652627,0.020604263736958974,0.018742448261561784,-0.0004313725490196078,0.005490196078431373,-0.0031372549019607872,0.026474509803921586,0.03696872214984428,0.018721698865783346
25,2012,46.898181273660256,0.14019607843137255,8.076862745098039,2.116470588235294,229.57762745098037,806.2927861254902,111.65682352941177,1668.6604313725488,0.0006699788614773222,0.0005212608263540267,0.0004714762386285908,0.019583392336731134,0.012520171835352673,0.013993634218009575,0.0003529411764705882,-0.001176470588235295,-0.0023529411764705867,0.01567843137254898,0.017574811915254288,0.02132143583203446
26,2013,57.245771189500935,0.1070703125,7.36484375,1.75546875,232.95065234375,1008.3368366015625,108.5708203125,1409.6373046875,0.0006646715448337482,0.0009451393770771142,-0.0014077010404907335,0.017970572177340417,0.01025999137375535,0.018461422634868656,-0.0002734375,-0.0007812499999999998,-0.004687500000000001,0.013664062499999963,0.012956777696916949,0.013248728407857426
27,2014,68.2962174626323,0.08930232558139535,6.162790697674419,1.7507751937984495,236.72203100775192,1151.8837970813954,98.99941860465115,1265.6373255813953,0.0002577079844776809,-2.792272028613272e-05,-0.00017792439944829658,0.01810910683164473,0.012280679641824119,0.013532652590758094,0.00011627906976744185,-0.0003875968992248057,-0.00426356589147287,0.005941860465116339,0.012006497351606412,0.014811818416553081
28,2015,75.74871882093865,0.13284046692607004,5.254863813229572,1.8268482490272373,237.01660700389107,1205.52626507393,52.31151750972762,1159.9830350194552,4.603888163269633e-05,-0.00024661977097342047,-0.0003901461269010245,0.02008965293602547,0.012002303963403977,0.013847736483276338,0.0004669260700389105,0.0019455252918287938,-0.002334630350194551,0.005871595330739245,0.030446902499110702,0.020748349674530757
29,2016,78.57474982801372,0.3950588235294118,4.849803921568627,2.191764705882353,240.02731764705882,1171.7098419686274,43.695960784313726,1249.867568627451,0.0005789163594098821,0.0007036619227719127,0.0005769066493962271,0.01995773021536104,0.01372746559172325,0.014817108944557948,0.0011764705882352942,0.0003921568627450984,-0.0011764705882352934,0.019121568627451,0.01499012436731065,0.020713896065740853
