Date,LAST_CLOSE_SP500,LAST_CLOSE_C25,CHANGE_C25,CHANGE_SP500,C25_MOVEMENT,SP500_MOVEMENT_SAME_DAY,C25_MOVEMENT_YESTERDAY,SP500_MOVEMENT_YESTERDAY,C25_CLOSE_RATIO_3,Trend_3,C25_CLOSE_RATIO_5,Trend_5,C25_CLOSE_RATIO_10,Trend_10,C25_CLOSE_RATIO_15,Trend_15,C25_CLOSE_RATIO_20,Trend_20,C25_CLOSE_RATIO_65,Trend_65,C25_CLOSE_RATIO_130,Trend_130,C25_CLOSE_RATIO_260,Trend_260
2015-10-27,2065.89,981.1082349,-9.592717300000004,-5.289999999999964,0,-3.9700000000002547,1.0,22.639999999999873,0.9954314537245812,3.0,1.0020669442064492,3.0,1.0111362919137146,6.0,1.0101426681105306,9.0,1.0127261115272577,12.0,0.9979955788318807,34.0,0.9856711975181776,66.0,1.0553429858655168,139.0
2015-10-28,2090.35,989.6671645,8.558929600000056,24.460000000000036,1,-5.289999999999964,0.0,-3.9700000000002547,1.002541010295738,2.0,1.0059384496041524,3.0,1.0152251676394017,6.0,1.0182333212251289,8.0,1.019595124168289,12.0,1.0074252503585586,33.0,0.9945480782026899,65.0,1.0634951622168314,139.0
2015-10-29,2089.41,972.8159743,-16.85119020000002,-0.9400000000000546,0,24.460000000000036,1.0,-5.289999999999964,0.991458240085683,2.0,0.988771528818185,4.0,0.9960761380582943,7.0,1.0008506756133615,8.0,1.0012692162701378,12.0,0.9911384151604468,33.0,0.9779249403011374,66.0,1.0444102348077107,140.0
2015-10-30,2079.36,971.425452,-1.3905223000000433,-10.049999999999727,0,-0.9400000000000546,0.0,24.460000000000036,0.9933085049542574,1.0,0.990095125708434,3.0,0.9940248572968804,6.0,0.9998136642760633,8.0,0.9988521562207219,11.0,0.990692184288545,33.0,0.9769119441180675,66.0,1.0419608303312269,140.0
2015-11-02,2104.05,979.846446,8.420994000000064,24.690000000000055,1,-10.049999999999727,0.0,-0.9400000000000546,1.0052842001932887,1.0,1.0008925598239402,2.0,1.002019959641869,5.0,1.0078978926277273,7.0,1.007102959891984,11.0,1.0004238286432494,32.0,0.9857669426277695,65.0,1.04992205124785,139.0
2015-11-03,2109.79,987.2684354,7.4219894000000295,5.739999999999782,1,24.690000000000055,1.0,-10.049999999999727,1.0079171868208054,1.0,1.0072063937257876,2.0,1.007782237769422,5.0,1.0140355891287276,8.0,1.0141494857252311,11.0,1.0090439054705893,32.0,0.9934357169683595,65.0,1.056707194625255,140.0
2015-11-04,2102.31,994.7790104,7.510574999999903,-7.480000000000018,1,5.739999999999782,1.0,24.690000000000055,1.0075772935222742,2.0,1.0138112240096633,3.0,1.012471012760195,6.0,1.0182400639066744,9.0,1.0210550502361138,11.0,1.0177976754655247,32.0,1.0009854363187858,66.0,1.06365661679233,141.0
2015-11-05,2099.93,1001.322582,6.543571600000064,-2.380000000000109,1,-7.480000000000018,1.0,5.739999999999782,1.0069041781636416,3.0,1.0145848443072862,3.0,1.0161628067112642,7.0,1.0216796167411792,10.0,1.0262355359780178,11.0,1.0251950231730629,32.0,1.0074828257164894,67.0,1.0695420120316752,141.0
2015-11-06,2099.2,1011.116193,9.793610999999942,-0.7300000000000182,1,-2.380000000000109,1.0,-7.480000000000018,1.0086893585582208,3.0,1.0163335071540898,4.0,1.0233917313067946,7.0,1.028464318838671,10.0,1.0344730361466974,12.0,1.0354713269589892,33.0,1.0172731667397177,68.0,1.0789189957642988,141.0
2015-11-09,2078.58,1003.428389,-7.687803999999915,-20.61999999999989,0,-0.7300000000000182,1.0,-2.380000000000109,0.998149123719164,3.0,1.0038470715690697,5.0,1.01430397105798,7.0,1.0185968948408486,10.0,1.0249293528960846,12.0,1.0280338201474077,34.0,1.0094489072375874,68.0,1.0697384091372337,141.0
2015-11-10,2081.72,1001.821111,-1.6072780000000648,3.1399999999998727,0,-20.61999999999989,0.0,-0.7300000000000182,0.9963855974011039,2.0,0.9993293262162943,4.0,1.0105634185737973,6.0,1.0147480975066754,9.0,1.0214056777910259,12.0,1.0267754809234135,33.0,1.0076815223384425,68.0,1.0670948998549763,140.0
2015-11-11,2075.0,1016.195956,14.37484500000005,-6.7199999999998,1,3.1399999999998727,0.0,-20.61999999999989,1.008983254007151,1.0,1.0093557076084454,3.0,1.0223279249908614,6.0,1.0258289409492762,9.0,1.0322855503347217,12.0,1.041312994935116,33.0,1.0219203443571412,68.0,1.0813824626600965,139.0
2015-11-12,2045.97,1010.510447,-5.685509000000025,-29.029999999999973,0,-6.7199999999998,1.0,3.1399999999998727,1.0009918440516437,1.0,1.0018798341208566,3.0,1.0127674984391883,6.0,1.0174951923672817,10.0,1.0236025232795607,13.0,1.0356630639445583,34.0,1.0161020195266068,68.0,1.0743526408565063,140.0
2015-11-13,2023.04,999.6798208,-10.830626199999983,-22.930000000000064,0,-29.029999999999973,0.0,-6.7199999999998,0.990963889147743,1.0,0.9933944701833664,2.0,0.9990835287258539,6.0,1.0056003823146715,9.0,1.0108693420950496,12.0,1.0250091359508609,33.0,1.0052790470019781,67.0,1.06190850681421,139.0
2015-11-16,2053.19,1004.205452,4.525631200000021,30.15000000000009,1,-22.930000000000064,0.0,-29.029999999999973,0.999409711277019,1.0,0.9977375610303941,1.0,1.0011691665621978,6.0,1.0092388174305116,8.0,1.013886074088837,11.0,1.0300545409808455,32.0,1.0097599708429823,66.0,1.065801079916835,139.0
2015-11-17,2050.44,1023.149992,18.94453999999996,-2.75,1,30.15000000000009,1.0,-22.930000000000064,1.0140119646748822,1.0,1.0122697787651251,2.0,1.016420379069069,6.0,1.0253899614704383,8.0,1.0302248014909003,11.0,1.049730869886984,32.0,1.0285913481976607,67.0,1.0849456912136284,139.0
2015-11-18,2083.58,1019.998366,-3.1516259999999647,33.13999999999987,0,-2.75,1.0,30.15000000000009,1.0041482836546636,2.0,1.0083929574408108,3.0,1.010757184005889,6.0,1.0201640660192024,9.0,1.0242650711961023,12.0,1.046501273287413,32.0,1.0252646690808411,67.0,1.080694342147223,139.0
2015-11-19,2081.24,1026.250239,6.251872999999932,-2.3400000000001455,1,33.13999999999987,0.0,-2.75,1.0030468900354423,2.0,1.0114259967878134,2.0,1.0144465482130198,5.0,1.0227729547149358,8.0,1.0277757581248845,12.0,1.0522856420385716,32.0,1.0314595899339618,66.0,1.0863472355630452,138.0
2015-11-20,2089.17,1023.648486,-2.601752999999917,7.930000000000291,0,-2.3400000000001455,1.0,33.13999999999987,1.000341499069488,2.0,1.0041178840671272,3.0,1.0106227454041188,5.0,1.0166524985391492,9.0,1.0231911858682856,12.0,1.0486036863253094,33.0,1.0287944554156097,66.0,1.082615517671081,139.0
2015-11-23,2086.59,1023.403441,-0.24504500000000462,-2.5799999999999272,0,7.930000000000291,0.0,-2.3400000000001455,0.9989939671294918,1.0,1.0001107566656497,3.0,1.0083921811331684,4.0,1.0134862804136173,9.0,1.0212770812334389,11.0,1.0466089835625563,33.0,1.028480480393071,65.0,1.0813840179445064,139.0
2015-11-24,2089.14,1014.363393,-9.04004800000007,2.549999999999727,0,-2.5799999999999272,0.0,7.930000000000291,0.9940141604178031,1.0,0.9929817308800323,2.0,0.9982510625486112,4.0,1.0027401057814143,8.0,1.0105789592082137,10.0,1.0363426875780886,33.0,1.019436784565312,65.0,1.070911558775725,138.0
2015-11-25,2088.87,1026.189372,11.825979000000075,-0.2699999999999818,1,2.549999999999727,0.0,-2.5799999999999272,1.0047689682937981,0.0,1.0033422788152222,1.0,1.0088969778023362,4.0,1.0123350112748355,7.0,1.020504216592818,10.0,1.0470728802356986,32.0,1.0312426268412973,64.0,1.0824183984180282,137.0
2015-11-26,2088.87,1029.38067,3.1912979999999607,0.0,1,-0.2699999999999818,1.0,2.549999999999727,1.0059312605258492,1.0,1.005846799606303,2.0,1.0101604251904257,4.0,1.0136128192586065,7.0,1.020806748058217,10.0,1.0494296527457532,33.0,1.03441780259949,65.0,1.0848048816853089,137.0
